chr	pos	strand	fly
chr2R	15443243	-	1
chr2R	15444820	-	1
chr2R	15444904	-	2
chr2R	15445397	-	2
chr2R	15445877	-	3
chr2R	15446121	-	2
chr2R	15447094	+	1
chr2R	15447250	+	1
chr2R	15447465	-	2
chr2R	15448679	+	1
chr2R	15448851	-	3
chr2R	15448958	-	3
chr2R	15450379	+	4
chr2R	15450700	-	1
chr2R	15450994	-	1
chr2R	15451375	-	1
chr2R	15452093	-	3
chr2R	15453510	-	4
chr2R	15453511	-	3
chr2R	15453641	-	6
chr2R	15453659	-	1
chr2R	15453958	-	1
chr2R	15454316	+	1
chr2R	15454399	-	1
chr2R	15454464	-	1
chr2R	15454681	+	1
chr2R	15455005	-	1
chr2R	15455317	-	5
chr2R	15455572	+	1
chr2R	15456218	-	2
chr2R	15456221	-	1
chr2R	15456373	-	1
chr2R	15457637	-	2
chr2R	15457745	-	3
chr2R	15457921	+	2
chr2R	15457977	-	2
chr2R	15457979	-	3
chr2R	15458017	-	2
chr2R	15458573	-	2
chr2R	15458873	-	3
chr2R	15459398	-	2
chr2R	15460159	-	1
chr2R	15460222	-	1
chr2R	15460227	+	1
chr2R	15460292	+	1
chr2R	15461115	-	1
chr2R	15461532	-	1
chr2R	15462666	-	1
chr2R	15465004	-	1
chr2R	15465522	-	1
chr2R	15465852	-	3
chr2R	15468473	+	2
chr2R	15470407	-	1
chr2R	15471131	-	1
chr2R	15472545	+	1
chr2R	15472774	-	1
chr2R	15477531	-	1
chr2R	15478419	+	1
chr2R	15479250	+	2
chr2R	15480314	-	1
chr2R	15481038	-	1
chr2R	15481922	-	3
chr2R	15482018	-	4
chr2R	15483470	-	1
chr2R	15483880	-	1
chr2R	15483916	-	2
chr2R	15484630	-	1
chr2R	15484751	-	2
chr2R	15484939	+	1
chr2R	15487076	+	2
chr2R	15487925	-	1
chr2R	15488505	-	4
chr2R	15490456	+	2
chr2R	15492100	-	1
chr2R	15492822	-	1
chr2R	15493090	-	2
chr2R	15493620	-	5
chr2R	15504687	-	1
chr2R	15505730	+	1
chr2R	15510060	-	1
chr2R	15510904	-	1
chr2R	15511516	-	1
chr2R	15511517	-	1
chr2R	15513459	-	1
chr2R	15514103	-	1
chr2R	15514188	+	1
chr2R	15515517	+	2
chr2R	15515551	+	3
chr2R	15515578	+	1
chr2R	15516461	-	1
chr2R	15519250	+	1
chr2R	15519497	+	2
chr2R	15521417	-	2
chr2R	15521782	-	1
chr2R	15521865	-	1
chr2R	15523186	+	3
chr2R	15528846	-	2
chr2R	15528880	+	1
chr2R	15529889	-	1
chr2R	15531523	+	1
chr2R	15532246	+	1
chr2R	15534518	-	1
chr2R	15536719	+	1
chr2R	15540083	-	2
chr2R	15543030	-	1
chr2R	15546974	-	1
chr2R	15550446	-	2
chr2R	15551689	-	3
chr2R	15551690	-	4
chr2R	15551691	-	19
chr2R	15551694	-	1
chr2R	15551754	-	1
chr2R	15551969	+	2
chr2R	15553370	+	2
chr2R	15554274	-	1
chr2R	15554276	-	1
chr2R	15554282	-	1
chr2R	15554307	-	4
chr2R	15554308	-	3
chr2R	15554614	-	1
chr2R	15555124	-	11
chr2R	15555312	-	2
chr2R	15555313	-	2
chr2R	15555514	-	2
chr2R	15555717	-	1
chr2R	15555758	-	1
chr2R	15555903	-	4
chr2R	15555972	-	3
chr2R	15555986	-	1
chr2R	15555987	-	1
chr2R	15555988	-	4
chr2R	15556020	+	1
chr2R	15556241	+	4
chr2R	15558251	-	1
chr2R	15559699	+	1
chr2R	15560819	+	1
chr2R	15563914	-	1
chr2R	15566426	+	2
chr2R	15567236	+	1
chr2R	15567623	-	4
chr2R	15568534	-	2
chr2R	15568553	-	1
chr2R	15568657	-	1
chr2R	15570482	-	1
chr2R	15572968	+	2
chr2R	15576942	+	1
chr2R	15578127	+	1
chr2R	15578313	+	2
chr2R	15578416	+	1
chr2R	15578443	+	1
chr2R	15578498	-	1
chr2R	15579514	-	1
chr2R	15581358	-	2
chr2R	15581483	+	1
chr2R	15583250	+	2
chr2R	15584853	+	1
chr2R	15585226	+	2
chr2R	15585463	-	2
chr2R	15585595	+	2
chr2R	15587815	-	1
chr2R	15589107	+	2
chr2R	15589244	+	1
chr2R	15590945	-	2
chr2R	15591079	-	2
chr2R	15591300	-	2
chr2R	15591301	-	2
chr2R	15592472	+	1
chr2R	15599951	+	1
chr2R	15600163	-	1
chr2R	15615065	-	2
chr2R	15628373	-	32
chr2R	15628374	-	40
chr2R	15637749	+	1
chr2R	15653820	-	11
chr2R	15654562	-	4
chr2R	15654584	-	1
chr2R	15656478	-	1
chr2R	15656867	-	1
chr2R	15657636	+	1
chr2R	15658942	+	2
chr2R	15659500	+	2
chr2R	15662300	-	2
chr2R	15662650	-	1
chr2R	15663269	-	1
chr2R	15663444	-	1
chr2R	15667779	-	3
chr2R	15668213	-	1
chr2R	15672833	+	1
chr2R	15674580	-	1
chr2R	15675813	-	1
chr2R	15678519	+	1
chr2R	15684664	+	3
chr2R	15688325	+	1
chr2R	15691361	+	2
chr2R	15691364	+	2
chr2R	15691750	-	1
chr2R	15693422	-	1
chr2R	15695924	-	2
chr2R	15698680	-	1
chr2R	15699289	+	1
chr2R	15699298	-	1
chr2R	15699300	-	1
chr2R	15699412	-	2
chr2R	15699454	-	1
chr2R	15700091	+	2
chr2R	15703626	+	1
chr2R	15704781	-	1
chr2R	15707557	-	1
chr2R	15714079	+	2
chr2R	15714144	+	2
chr2R	15714754	+	1
chr2R	15715232	+	1
chr2R	15715570	+	1
chr2R	15715785	+	2
chr2R	15715805	-	1
chr2R	15715862	+	2
chr2R	15715925	+	3
chr2R	15715961	+	1
chr2R	15716059	+	1
chr2R	15716291	+	1
chr2R	15716294	+	1
chr2R	15716378	+	2
chr2R	15716492	+	3
chr2R	15716591	+	1
chr2R	15717044	+	1
chr2R	15717101	+	1
chr2R	15717277	+	1
chr2R	15717374	+	1
chr2R	15717417	+	2
chr2R	15717430	+	5
chr2R	15717493	+	4
chr2R	15717524	+	4
chr2R	15717527	+	3
chr2R	15717764	+	1
chr2R	15718715	+	1
chr2R	15718872	+	1
chr2R	15718888	+	3
chr2R	15718905	+	2
chr2R	15719069	+	2
chr2R	15719086	+	1
chr2R	15720310	+	2
chr2R	15720439	+	1
chr2R	15729169	+	1
chr2R	15733883	+	1
chr2R	15737867	+	7
chr2R	15741424	-	1
chr2R	15743815	-	1
chr2R	15751293	+	3
chr2R	15754191	+	2
chr2R	15754305	+	1
chr2R	15755962	+	1
chr2R	15761030	-	6
chr2R	15761767	+	1
chr2R	15761867	-	1
chr2R	15762089	-	2
chr2R	15764793	+	5
chr2R	15766407	+	1
chr2R	15767380	-	1
chr2R	15767511	-	1
chr2R	15773676	+	1
chr2R	15776817	-	1
chr2R	15779628	+	1
chr2R	15779978	+	1
chr2R	15780033	+	2
chr2R	15787123	-	1
chr2R	15790451	-	1
chr2R	15791524	-	1
chr2R	15792731	-	1
chr2R	15794333	-	1
chr2R	15796004	+	2
chr2R	15798244	+	6
chr2R	15799745	+	1
chr2R	15800506	+	1
chr2R	15800978	-	1
chr2R	15812133	+	1
chr2R	15813103	+	1
chr2R	15813905	+	1
chr2R	15815790	+	1
chr2R	15816369	-	1
chr2R	15816441	+	1
chr2R	15820405	-	3
chr2R	15820444	+	2
chr2R	15821177	-	2
chr2R	15821637	-	1
chr2R	15823766	+	1
chr2R	15827274	+	1
chr2R	15827429	+	5
chr2R	15827910	+	2
chr2R	15828705	-	1
chr2R	15829126	-	1
chr2R	15834386	-	2
chr2R	15836618	-	2
chr2R	15843437	-	1
chr2R	15852656	-	1
chr2R	15855431	-	2
chr2R	15856114	-	1
chr2R	15857522	+	1
chr2R	15859336	-	2
chr2R	15861352	-	1
chr2R	15861949	+	1
chr2R	15864717	+	2
chr2R	15864935	+	1
chr2R	15873338	+	1
chr2R	15873681	-	1
chr2R	15873992	-	1
chr2R	15874302	-	3
chr2R	15874497	-	1
chr2R	15875159	+	1
chr2R	15876227	+	2
chr2R	15876266	+	1
chr2R	15877044	+	1
chr2R	15880087	-	1
chr2R	15887455	-	1
chr2R	15889503	+	1
chr2R	15890695	+	1
chr2R	15892190	-	1
chr2R	15894069	-	2
chr2R	15894217	-	2
chr2R	15894428	+	3
chr2R	15894430	-	2
chr2R	15898178	+	1
chr2R	15899549	-	1
chr2R	15906009	-	2
chr2R	15911969	-	3
chr2R	15915427	-	1
chr2R	15917600	+	3
chr2R	15920438	+	1
chr2R	15921335	+	2
chr2R	15922897	+	3
chr2R	15929068	-	1
chr2R	15931035	-	1
chr2R	15931292	+	1
chr2R	15936238	+	2
chr2R	15936775	+	2
chr2R	15936826	+	1
chr2R	15942032	+	1
chr2R	15942305	+	1
chr2R	15942697	+	6
chr2R	15948637	+	1
chr2R	15949589	-	1
chr2R	15949828	+	1
chr2R	15950038	-	1
chr2R	15951758	+	1
chr2R	15952085	+	1
chr2R	15952095	+	2
chr2R	15952939	+	1
chr2R	15956146	+	3
chr2R	15956284	+	2
chr2R	15961252	+	1
chr2R	15965375	-	1
chr2R	15966068	+	3
chr2R	15968982	+	2
chr2R	15971800	+	1
chr2R	15976432	-	2
chr2R	15976555	+	2
chr2R	15979176	-	1
chr2R	15982654	+	1
chr2R	15984748	-	1
chr2R	15985069	-	1
chr2R	15985433	+	1
chr2R	15985451	+	1
chr2R	15987234	-	1
chr2R	15988019	-	3
chr2R	15988282	-	1
chr2R	15997587	+	1
chr2R	15999634	+	2
chr2R	15999656	-	2
chr2R	16000236	+	4
chr2R	16000263	-	1
chr2R	16000308	+	1
chr2R	16000935	+	1
chr2R	16001553	+	1
chr2R	16001559	+	1
chr2R	16001988	+	2
chr2R	16002126	+	1
chr2R	16002624	+	1
chr2R	16002642	+	1
chr2R	16002660	+	2
chr2R	16002673	+	3
chr2R	16002725	+	1
chr2R	16002786	+	3
chr2R	16002789	+	1
chr2R	16002885	-	4
chr2R	16003394	+	1
chr2R	16003456	+	1
chr2R	16003498	+	1
chr2R	16003588	-	2
chr2R	16003662	+	1
chr2R	16004141	+	1
chr2R	16004236	+	15
chr2R	16004376	+	4
chr2R	16005760	+	2
chr2R	16007001	+	2
chr2R	16008164	+	1
chr2R	16008461	+	2
chr2R	16019940	+	2
chr2R	16020180	-	2
chr2R	16022263	+	1
chr2R	16022485	-	1
chr2R	16023579	-	1
chr2R	16023719	-	1
chr2R	16023749	+	2
chr2R	16024283	+	1
chr2R	16024488	+	1
chr2R	16025568	-	2
chr2R	16027260	+	1
chr2R	16028129	+	1
chr2R	16029014	+	2
chr2R	16031043	+	2
chr2R	16033060	+	1
chr2R	16035954	+	1
chr2R	16036119	+	1
chr2R	16037115	-	1
chr2R	16038998	+	2
chr2R	16039049	-	1
chr2R	16039065	-	2
chr2R	16040803	-	1
chr2R	16041428	-	1
chr2R	16041581	-	1
chr2R	16042043	-	2
chr2R	16042709	-	1
chr2R	16043407	-	1
chr2R	16044613	-	1
chr2R	16047191	-	1
chr2R	16049350	-	1
chr2R	16052036	-	2
chr2R	16052078	-	2
chr2R	16052351	-	1
chr2R	16055256	+	1
chr2R	16056039	-	1
chr2R	16066033	+	2
chr2R	16069064	+	2
chr2R	16069889	-	1
chr2R	16072126	+	1
chr2R	16075265	-	2
chr2R	16077708	-	3
chr2R	16079031	-	2
chr2R	16081499	+	1
chr2R	16083028	+	1
chr2R	16084181	-	1
chr2R	16084373	-	1
chr2R	16087228	+	2
chr2R	16088666	+	1
chr2R	16094487	-	1
chr2R	16095046	-	1
chr2R	16095210	-	2
chr2R	16095219	+	4
chr2R	16096061	+	1
chr2R	16096152	-	1
chr2R	16097611	-	1
chr2R	16098063	-	1
chr2R	16099388	-	1
chr2R	16099600	-	2
chr2R	16099911	+	1
chr2R	16100476	+	2
chr2R	16105128	-	2
chr2R	16105800	+	2
chr2R	16105952	-	2
chr2R	16106726	+	2
chr2R	16106828	+	1
chr2R	16107139	-	1
chr2R	16107765	-	2
chr2R	16109833	-	2
chr2R	16110234	-	3
chr2R	16112658	+	3
chr2R	16115772	+	1
chr2R	16119489	+	17
chr2R	16119982	-	4
chr2R	16120580	+	2
chr2R	16120743	+	2
chr2R	16121302	+	3
chr2R	16121417	+	1
chr2R	16121450	+	1
chr2R	16122333	+	1
chr2R	16126105	-	1
chr2R	16128737	-	1
chr2R	16130370	-	2
chr2R	16130371	-	1
chr2R	16130412	-	1
chr2R	16131158	-	1
chr2R	16131915	+	1
chr2R	16131923	-	6
chr2R	16131960	-	3
chr2R	16132724	-	1
chr2R	16132805	-	2
chr2R	16134537	-	2
chr2R	16135029	-	1
chr2R	16135030	-	4
chr2R	16135031	-	1
chr2R	16136492	-	4
chr2R	16138847	-	2
chr2R	16141289	-	1
chr2R	16141449	-	1
chr2R	16142509	-	1
chr2R	16142512	-	5
chr2R	16142641	+	4
chr2R	16142645	-	1
chr2R	16142646	-	3
chr2R	16142647	-	2
chr2R	16144571	-	1
chr2R	16144572	+	1
chr2R	16144872	-	1
chr2R	16146132	+	3
chr2R	16146136	+	1
chr2R	16146172	+	1
chr2R	16146179	-	1
chr2R	16146594	+	1
chr2R	16146696	+	5
chr2R	16146755	+	3
chr2R	16146799	-	2
chr2R	16147024	+	2
chr2R	16147115	+	4
chr2R	16147452	+	1
chr2R	16147499	+	1
chr2R	16147965	+	1
chr2R	16148658	+	1
chr2R	16149298	-	2
chr2R	16149381	-	2
chr2R	16149382	-	1
chr2R	16149383	-	2
chr2R	16149395	-	9
chr2R	16149845	-	1
chr2R	16149846	-	6
chr2R	16149868	-	3
chr2R	16149917	-	1
chr2R	16149919	-	2
chr2R	16149921	-	1
chr2R	16149948	-	4
chr2R	16149949	-	1
chr2R	16149979	-	1
chr2R	16150060	-	1
chr2R	16150255	-	1
chr2R	16150256	-	2
chr2R	16150257	-	8
chr2R	16150258	-	2
chr2R	16150300	-	1
chr2R	16150330	-	51
chr2R	16150332	-	1
chr2R	16150333	-	3
chr2R	16150437	-	1
chr2R	16150540	-	3
chr2R	16151090	-	1
chr2R	16151171	-	1
chr2R	16151194	-	3
chr2R	16151472	+	154
chr2R	16151765	+	4
chr2R	16151776	+	8
chr2R	16151829	+	1
chr2R	16151844	+	12
chr2R	16151871	+	12
chr2R	16151884	+	5
chr2R	16151929	+	1
chr2R	16152015	+	1
chr2R	16152031	+	3
chr2R	16152060	+	2
chr2R	16152127	+	2
chr2R	16152208	+	1
chr2R	16152213	+	1
chr2R	16152222	+	16
chr2R	16152256	+	4
chr2R	16152259	+	2
chr2R	16152271	+	3
chr2R	16152274	+	1
chr2R	16152283	+	16
chr2R	16152346	+	3
chr2R	16152460	-	1
chr2R	16152848	-	1
chr2R	16153144	+	1
chr2R	16154109	-	2
chr2R	16154300	-	1
chr2R	16154371	-	3
chr2R	16154899	+	1
chr2R	16155200	+	1
chr2R	16157828	-	1
chr2R	16159230	-	4
chr2R	16159231	-	2
chr2R	16159397	-	1
chr2R	16159529	-	1
chr2R	16159538	-	1
chr2R	16159566	-	1
chr2R	16159598	-	3
chr2R	16159718	-	1
chr2R	16160105	-	1
chr2R	16160212	-	1
chr2R	16160499	+	1
chr2R	16160630	+	1
chr2R	16160868	-	4
chr2R	16160878	-	3
chr2R	16161012	-	3
chr2R	16161161	+	1
chr2R	16161262	-	1
chr2R	16161712	-	3
chr2R	16161768	-	1
chr2R	16162005	-	1
chr2R	16162125	-	1
chr2R	16162830	-	2
chr2R	16164729	-	2
chr2R	16164757	-	1
chr2R	16164775	-	2
chr2R	16164796	-	1
chr2R	16164808	-	5
chr2R	16164845	-	1
chr2R	16165063	-	1
chr2R	16165212	-	2
chr2R	16165213	-	3
chr2R	16165214	-	1
chr2R	16165285	-	1
chr2R	16165326	-	2
chr2R	16165385	-	1
chr2R	16165388	-	1
chr2R	16165431	-	3
chr2R	16165541	-	18
chr2R	16165553	-	1
chr2R	16165932	-	1
chr2R	16165938	-	1
chr2R	16166037	-	1
chr2R	16166237	-	1
chr2R	16166446	-	2
chr2R	16166636	-	2
chr2R	16166637	-	1
chr2R	16166640	-	3
chr2R	16167207	-	2
chr2R	16167329	-	1
chr2R	16167438	-	1
chr2R	16167556	-	2
chr2R	16167594	-	1
chr2R	16167757	-	1
chr2R	16167829	-	3
chr2R	16167936	-	2
chr2R	16168630	-	3
chr2R	16168636	-	2
chr2R	16169172	-	6
chr2R	16169215	-	1
chr2R	16169287	-	3
chr2R	16169334	-	2
chr2R	16169991	-	1
chr2R	16170026	-	1
chr2R	16170104	-	2
chr2R	16170119	-	3
chr2R	16170122	-	4
chr2R	16170250	-	2
chr2R	16170328	-	2
chr2R	16170334	-	1
chr2R	16170346	-	1
chr2R	16170347	-	2
chr2R	16170358	-	2
chr2R	16170363	-	3
chr2R	16170442	-	3
chr2R	16170486	-	3
chr2R	16170503	-	1
chr2R	16170602	-	1
chr2R	16170710	-	1
chr2R	16170784	-	6
chr2R	16170823	-	1
chr2R	16170951	-	1
chr2R	16171231	-	1
chr2R	16171248	-	1
chr2R	16171257	+	1
chr2R	16171408	-	1
chr2R	16171412	-	1
chr2R	16171637	-	2
chr2R	16171642	-	1
chr2R	16172030	-	2
chr2R	16172036	-	1
chr2R	16172073	-	1
chr2R	16172118	-	1
chr2R	16172427	-	3
chr2R	16172702	-	1
chr2R	16172829	-	1
chr2R	16173226	-	2
chr2R	16173230	-	1
chr2R	16173265	+	1
chr2R	16173437	+	2
chr2R	16175151	-	1
chr2R	16175259	-	1
chr2R	16175903	-	5
chr2R	16176001	-	2
chr2R	16176151	-	10
chr2R	16176180	-	1
chr2R	16176265	-	6
chr2R	16176266	-	7
chr2R	16176267	-	3
chr2R	16176274	-	1
chr2R	16176276	-	3
chr2R	16176277	-	2
chr2R	16176333	-	2
chr2R	16176394	-	3
chr2R	16176396	-	2
chr2R	16176466	-	1
chr2R	16176496	-	1
chr2R	16176524	-	1
chr2R	16176580	-	1
chr2R	16176690	-	1
chr2R	16176783	-	1
chr2R	16176785	-	8
chr2R	16176814	-	2
chr2R	16176962	-	1
chr2R	16179401	-	1
chr2R	16179405	-	5
chr2R	16179409	-	1
chr2R	16179998	+	1
chr2R	16180128	-	1
chr2R	16180129	-	2
chr2R	16181975	+	1
chr2R	16183856	+	1
chr2R	16183894	+	1
chr2R	16187863	+	1
chr2R	16190005	-	2
chr2R	16190720	-	2
chr2R	16191964	+	1
chr2R	16192097	+	1
chr2R	16192505	-	4
chr2R	16192639	+	1
chr2R	16192639	-	2
chr2R	16192676	-	1
chr2R	16192685	-	1
chr2R	16192768	-	1
chr2R	16193838	-	2
chr2R	16194032	-	1
chr2R	16194061	-	2
chr2R	16195026	-	1
chr2R	16195291	-	2
chr2R	16195737	-	2
chr2R	16196093	-	2
chr2R	16196094	-	1
chr2R	16196123	-	1
chr2R	16196180	-	2
chr2R	16196539	+	1
chr2R	16196820	-	5
chr2R	16197120	+	1
chr2R	16197131	-	1
chr2R	16197212	-	2
chr2R	16197426	+	1
chr2R	16197707	+	2
chr2R	16197755	+	2
chr2R	16197958	-	2
chr2R	16198008	+	1
chr2R	16198176	+	1
chr2R	16198225	-	1
chr2R	16199146	+	1
chr2R	16199444	+	4
chr2R	16199447	+	1
chr2R	16200712	-	2
chr2R	16207823	+	3
chr2R	16209469	-	1
chr2R	16209510	+	1
chr2R	16209773	-	1
chr2R	16210346	-	1
chr2R	16210563	-	1
chr2R	16210567	+	1
chr2R	16212785	-	1
chr2R	16212884	-	1
chr2R	16212904	+	1
chr2R	16213061	+	1
chr2R	16213235	+	1
chr2R	16213304	+	1
chr2R	16213528	-	1
chr2R	16213643	+	3
chr2R	16214177	+	1
chr2R	16214785	+	6
chr2R	16216608	+	2
chr2R	16217037	+	4
chr2R	16217074	+	1
chr2R	16217208	+	4
chr2R	16217261	+	2
chr2R	16217435	+	2
chr2R	16217559	+	2
chr2R	16217633	+	5
chr2R	16218071	+	2
chr2R	16218074	+	5
chr2R	16225754	+	1
chr2R	16225964	+	2
chr2R	16227686	-	1
chr2R	16228180	+	3
chr2R	16228615	-	1
chr2R	16233364	-	2
chr2R	16234550	+	1
chr2R	16236333	+	91
chr2R	16237964	+	2
chr2R	16241223	-	1
chr2R	16243342	-	1
chr2R	16244726	-	1
chr2R	16246103	+	2
chr2R	16247671	-	1
chr2R	16248105	-	1
chr2R	16248426	+	1
chr2R	16250682	-	1
chr2R	16253157	+	1
chr2R	16254935	-	1
chr2R	16256972	+	3
chr2R	16266479	+	1
chr2R	16268289	+	2
chr2R	16272623	-	1
chr2R	16272870	-	1
chr2R	16281496	+	2
chr2R	16282356	+	1
chr2R	16282699	+	3
chr2R	16283102	+	1
chr2R	16284120	+	4
chr2R	16285277	+	3
chr2R	16287770	-	2
chr2R	16287864	-	2
chr2R	16288027	-	2
chr2R	16289148	+	1
chr2R	16290288	-	1
chr2R	16290878	-	1
chr2R	16290941	-	1
chr2R	16291233	-	2
chr2R	16292930	+	1
chr2R	16293819	+	1
chr2R	16294041	-	2
chr2R	16294147	-	1
chr2R	16298671	+	1
chr2R	16299733	+	3
chr2R	16301221	-	1
chr2R	16301222	-	1
chr2R	16307104	+	1
chr2R	16309869	-	1
chr2R	16312207	-	2
chr2R	16312282	-	1
chr2R	16313113	+	3
chr2R	16314418	+	3
chr2R	16318943	+	1
chr2R	16319883	+	2
chr2R	16321137	+	2
chr2R	16321611	+	2
chr2R	16325314	+	1
chr2R	16331704	-	1
chr2R	16332234	-	1
chr2R	16334455	-	4
chr2R	16337847	+	1
chr2R	16338067	+	1
chr2R	16339565	+	1
chr2R	16341843	+	1
chr2R	16341851	+	2
chr2R	16350085	+	1
chr2R	16352601	+	1
chr2R	16355407	+	1
chr2R	16355666	-	1
chr2R	16356380	+	8
chr2R	16357257	-	2
chr2R	16357579	+	1
chr2R	16357851	-	1
chr2R	16359107	+	1
chr2R	16359119	+	1
chr2R	16359945	-	1
chr2R	16360943	-	2
chr2R	16360969	-	2
chr2R	16362620	-	3
chr2R	16363676	+	1
chr2R	16363792	-	1
chr2R	16363805	-	5
chr2R	16364594	+	2
chr2R	16365440	-	1
chr2R	16365963	+	2
chr2R	16366117	+	1
chr2R	16372176	+	1
chr2R	16372879	+	1
chr2R	16372907	-	1
chr2R	16374492	-	1
chr2R	16376488	-	1
chr2R	16377583	+	6
chr2R	16378962	+	1
chr2R	16379079	+	2
chr2R	16379545	-	1
chr2R	16379680	-	1
chr2R	16380897	+	1
chr2R	16381624	-	2
chr2R	16382318	+	1
chr2R	16386323	-	1
chr2R	16387671	-	1
chr2R	16388313	-	1
chr2R	16389270	-	1
chr2R	16389281	-	1
chr2R	16393177	-	1
chr2R	16393655	+	1
chr2R	16399692	-	1
chr2R	16404003	+	1
chr2R	16408977	+	1
chr2R	16411755	+	1
chr2R	16415921	-	1
chr2R	16421175	+	1
chr2R	16421621	+	2
chr2R	16422370	+	2
chr2R	16422773	+	2
chr2R	16426434	+	3
chr2R	16426438	-	1
chr2R	16426440	-	1
chr2R	16426442	-	2
chr2R	16426443	-	11
chr2R	16426474	-	2
chr2R	16426529	-	7
chr2R	16426546	+	1
chr2R	16426645	-	5
chr2R	16426668	-	1
chr2R	16426678	-	1
chr2R	16426820	-	2
chr2R	16426823	-	32
chr2R	16426824	-	1
chr2R	16427783	-	1
chr2R	16430180	-	1
chr2R	16431465	+	1
chr2R	16435168	-	7
chr2R	16437209	-	1
chr2R	16437623	-	6
chr2R	16438681	-	2
chr2R	16438920	-	1
chr2R	16439566	-	6
chr2R	16439567	-	1
chr2R	16439593	-	9
chr2R	16439638	-	1
chr2R	16439660	-	1
chr2R	16439760	-	2
chr2R	16440197	-	1
chr2R	16444663	+	1
chr2R	16448093	-	1
chr2R	16448118	-	1
chr2R	16448478	-	6
chr2R	16448728	-	1
chr2R	16448732	-	3
chr2R	16448733	-	1
chr2R	16448745	-	1
chr2R	16448748	-	1
chr2R	16448753	-	1
chr2R	16448844	-	1
chr2R	16449027	-	6
chr2R	16449138	+	3
chr2R	16449174	-	1
chr2R	16449201	+	1
chr2R	16449333	-	2
chr2R	16449391	-	3
chr2R	16449458	+	1
chr2R	16449565	+	1
chr2R	16449809	+	2
chr2R	16450740	-	1
chr2R	16450784	-	1
chr2R	16452685	-	3
chr2R	16452831	-	1
chr2R	16454065	+	2
chr2R	16454225	+	2
chr2R	16454349	+	1
chr2R	16455666	-	1
chr2R	16458018	-	1
chr2R	16460239	+	1
chr2R	16465710	-	3
chr2R	16467511	+	1
chr2R	16467646	+	1
chr2R	16468709	-	2
chr2R	16471492	-	1
chr2R	16473779	-	4
chr2R	16473818	-	3
chr2R	16475089	+	9
chr2R	16475135	+	10
chr2R	16476869	+	1
chr2R	16476917	+	2
chr2R	16477998	+	1
chr2R	16482390	-	1
chr2R	16482513	-	1
chr2R	16483115	+	2
chr2R	16483136	+	1
chr2R	16483257	+	1
chr2R	16483536	+	1
chr2R	16484042	-	1
chr2R	16485952	+	2
chr2R	16485972	+	3
chr2R	16486101	+	1
chr2R	16486193	+	2
chr2R	16486217	+	3
chr2R	16486414	+	1
chr2R	16487095	+	1
chr2R	16488244	-	1
chr2R	16488265	-	2
chr2R	16488330	-	1
chr2R	16491727	-	1
chr2R	16492209	+	3
chr2R	16492282	+	1
chr2R	16492338	+	4
chr2R	16492441	+	22
chr2R	16492485	+	2
chr2R	16492488	+	2
chr2R	16492490	+	8
chr2R	16492493	+	60
chr2R	16492615	+	15
chr2R	16492764	+	2
chr2R	16492788	+	2
chr2R	16492860	+	1
chr2R	16492863	+	4
chr2R	16492887	+	1
chr2R	16492896	+	11
chr2R	16492902	+	1
chr2R	16492905	+	9
chr2R	16493049	+	2
chr2R	16493060	+	1
chr2R	16493077	+	4
chr2R	16493091	+	4
chr2R	16493184	+	6
chr2R	16493198	+	1
chr2R	16493237	+	3
chr2R	16493258	+	2
chr2R	16493352	+	4
chr2R	16493961	+	1
chr2R	16494058	+	1
chr2R	16494273	+	2
chr2R	16494299	+	19
chr2R	16494321	+	21
chr2R	16494634	-	16
chr2R	16494636	-	1
chr2R	16494638	-	1
chr2R	16494748	-	1
chr2R	16495261	-	1
chr2R	16495771	-	1
chr2R	16495853	-	1
chr2R	16496133	-	1
chr2R	16496192	-	1
chr2R	16496353	+	1
chr2R	16496379	-	2
chr2R	16496568	-	2
chr2R	16496588	-	1
chr2R	16496700	-	8
chr2R	16496787	-	1
chr2R	16496916	-	1
chr2R	16496998	-	2
chr2R	16497031	-	2
chr2R	16497142	-	5
chr2R	16497786	-	3
chr2R	16499270	-	1
chr2R	16499435	-	3
chr2R	16500420	-	3
chr2R	16500471	-	3
chr2R	16500472	-	2
chr2R	16500596	-	1
chr2R	16501013	-	1
chr2R	16501534	-	2
chr2R	16502227	-	1
chr2R	16502260	-	1
chr2R	16502351	-	1
chr2R	16502373	-	1
chr2R	16502399	-	1
chr2R	16503260	-	2
chr2R	16504944	-	1
chr2R	16506064	-	1
chr2R	16506577	+	3
chr2R	16506599	+	1
chr2R	16506711	-	1
chr2R	16506836	-	2
chr2R	16506837	-	1
chr2R	16507103	+	1
chr2R	16508366	+	6
chr2R	16508445	+	6
chr2R	16508601	-	2
chr2R	16508987	-	1
chr2R	16508988	-	1
chr2R	16509232	-	2
chr2R	16509480	-	1
chr2R	16509483	-	5
chr2R	16509726	-	2
chr2R	16509728	-	2
chr2R	16509729	-	24
chr2R	16509730	-	1
chr2R	16509789	-	2
chr2R	16509791	-	5
chr2R	16509874	-	2
chr2R	16509911	-	21
chr2R	16509912	-	3
chr2R	16509915	-	3
chr2R	16510006	-	4
chr2R	16510909	-	6
chr2R	16511006	+	1
chr2R	16512290	+	1
chr2R	16513673	+	2
chr2R	16513939	-	1
chr2R	16514840	-	1
chr2R	16515207	-	2
chr2R	16515405	+	1
chr2R	16515473	-	1
chr2R	16515762	+	2
