chr	start	end	strand	h_matrix
chr2R	8055249	8055251	-	0
chr2R	8056207	8056217	+	0
chr2R	8061691	8061703	-	0
chr2R	8067362	8067364	-	0
chr2R	8067398	8067399	-	0
chr2R	8071795	8071797	-	0
chr2R	8079915	8079917	-	0
chr2R	8086970	8086972	-	0
chr2R	8087003	8087012	-	0
chr2R	8087747	8087752	-	0
chr2R	8088293	8088295	-	0
chr2R	8088383	8088388	-	0
chr2R	8098715	8098734	-	0
chr2R	8147629	8147633	+	0
chr2R	8161859	8161895	+	0.000793650793650791
chr2R	8161964	8161965	+	0
chr2R	8162350	8162354	+	0
chr2R	8222793	8222797	+	0
chr2R	8232080	8232110	-	0.00187793427230047
chr2R	8235842	8235846	+	0
chr2R	8262783	8262807	+	0
chr2R	8262828	8262840	+	0.00469576719576717
chr2R	8262869	8262870	+	0
chr2R	8263147	8263148	+	0
chr2R	8295815	8295834	+	0
chr2R	8311046	8311075	+	0.000985221674876844
chr2R	8311105	8311106	+	0
chr2R	8313084	8313089	+	0
chr2R	8313210	8313211	+	0
chr2R	8339985	8339986	+	0
chr2R	8340690	8340691	+	0
chr2R	8340949	8340950	+	0
chr2R	8354975	8354977	-	0.0784708249496982
chr2R	8355382	8355383	-	0
chr2R	8356172	8356173	+	0
chr2R	8356652	8356653	+	0
chr2R	8359181	8359182	+	0
chr2R	8375628	8375632	-	0
chr2R	8402331	8402332	-	0
chr2R	8408622	8408623	+	0
chr2R	8451422	8451423	+	0
chr2R	8453687	8453691	+	0
chr2R	8465130	8465145	-	0.0054728370221328
chr2R	8470765	8470769	-	0
chr2R	8496940	8496950	+	0.0167832167832168
chr2R	8516321	8516324	-	0
chr2R	8524199	8524206	+	0
chr2R	8524600	8524601	+	0
chr2R	8524663	8524667	+	0
chr2R	8539990	8539997	-	0.0379419373383156
chr2R	8637426	8637430	+	0
chr2R	8643876	8643877	-	0
chr2R	8643902	8643904	-	0
chr2R	8644720	8644722	-	0
chr2R	8647263	8647277	-	0
chr2R	8647731	8647757	-	0.00111482720178372
chr2R	8647852	8647870	-	0
chr2R	8672169	8672170	+	0
chr2R	8686830	8686837	+	0
chr2R	8758065	8758070	+	0
chr2R	8758833	8758834	+	0
chr2R	8765056	8765058	-	0
chr2R	8765494	8765496	-	0
chr2R	8767302	8767318	-	0.013408713148456
chr2R	8807327	8807334	+	0
chr2R	8807414	8807415	+	0
chr2R	8807456	8807457	+	0
chr2R	8807621	8807622	+	0
chr2R	8807989	8808007	+	0
chr2R	8808296	8808297	+	0
chr2R	8808576	8808580	+	0
chr2R	8808626	8808634	+	0
chr2R	8809106	8809113	+	0
chr2R	8809287	8809292	+	0.00579710144927536
chr2R	8809397	8809401	+	0
chr2R	8809648	8809660	+	0
chr2R	8809816	8809820	+	0
chr2R	8810197	8810204	+	0
chr2R	8810526	8810530	+	0
chr2R	8810587	8810588	+	0
chr2R	8810693	8810697	+	0
chr2R	8838072	8838074	-	0
chr2R	8841056	8841064	+	0.0339940323955669
chr2R	8934768	8934770	-	0
chr2R	9016530	9016542	-	0.0143849206349206
chr2R	9042298	9042301	-	0
chr2R	9046550	9046564	+	0.00219780219780219
chr2R	9047032	9047036	+	0.00769230769230767
chr2R	9048869	9048870	+	0
chr2R	9049270	9049274	+	0
chr2R	9056029	9056030	+	0
chr2R	9057036	9057037	+	0
chr2R	9063870	9063871	-	0
chr2R	9064702	9064708	-	0.00520833333333333
chr2R	9064960	9064964	-	0
chr2R	9102203	9102207	+	0.1171875
chr2R	9107810	9107811	+	0
chr2R	9109974	9109985	+	0
chr2R	9110017	9110021	+	0
chr2R	9116693	9116695	-	0
chr2R	9119301	9119303	-	0
chr2R	9122478	9122482	-	0
chr2R	9123478	9123490	+	0.0367291844273941
chr2R	9134176	9134177	+	0
chr2R	9309001	9309004	-	0
chr2R	9328485	9328511	-	0.00106837606837606
chr2R	9329513	9329515	-	0
chr2R	9329660	9329662	-	0
chr2R	9329828	9329830	-	0
chr2R	9329882	9329901	-	0
chr2R	9337975	9337984	-	0
chr2R	9371317	9371319	-	0
chr2R	9383843	9383860	-	0.0250858661488682
chr2R	9389400	9389403	-	0
chr2R	9389591	9389601	-	0.00277777777777776
chr2R	9390274	9390280	-	0.00476190476190474
chr2R	9395065	9395066	+	0
chr2R	9407366	9407370	-	0
chr2R	9441599	9441615	+	0.0307712215320911
chr2R	9443587	9443623	+	0.0116827508259433
chr2R	9443876	9443877	+	0
chr2R	9443900	9443937	+	0
chr2R	9481164	9481165	+	0
chr2R	9707389	9707390	-	0
chr2R	9708124	9708145	-	0
chr2R	9719992	9720002	+	0
chr2R	9722042	9722046	-	0
chr2R	9722596	9722601	-	0
chr2R	9746142	9746145	-	0
chr2R	9751892	9751893	-	0
chr2R	9752554	9752555	-	0
chr2R	9752660	9752688	-	0.00293187697614257
chr2R	9775067	9775088	-	0
chr2R	9791504	9791509	-	0
chr2R	9833591	9833592	-	0
chr2R	9833887	9833901	-	0.00402247855664005
chr2R	9834252	9834255	-	0
chr2R	9840928	9840937	-	0
chr2R	9841135	9841138	-	0
chr2R	9841715	9841727	+	0
chr2R	9841764	9841765	+	0
chr2R	9847413	9847415	-	0
chr2R	9848157	9848158	+	0
chr2R	9848208	9848227	+	0
chr2R	9848291	9848306	+	0
chr2R	9848327	9848328	+	0
chr2R	9852292	9852293	+	0
chr2R	9854328	9854332	+	0
chr2R	9854612	9854613	+	0
chr2R	9855051	9855052	+	0
chr2R	9855413	9855414	+	0
chr2R	9860607	9860608	-	0
chr2R	9863482	9863484	-	0
chr2R	9872300	9872317	+	0.00326665877618652
chr2R	9876671	9876672	-	0
chr2R	9946014	9946015	+	0
chr2R	9949184	9949187	-	0
chr2R	9973960	9973963	-	0.00913242009132422
chr2R	9979272	9979277	+	0
chr2R	10027867	10027870	-	0
chr2R	10052078	10052081	-	0
chr2R	10052143	10052149	-	0
chr2R	10057997	10057998	+	0
chr2R	10060451	10060470	+	0
chr2R	10064808	10064821	+	0
chr2R	10076092	10076093	+	0
chr2R	10102907	10102910	-	0
chr2R	10102968	10102969	-	0
chr2R	10103208	10103209	-	0
chr2R	10103519	10103538	-	0
chr2R	10104100	10104101	-	0.028169014084507
chr2R	10122928	10122930	-	0.0273865414710486
chr2R	10131274	10131278	+	0
chr2R	10131307	10131308	+	0
chr2R	10131529	10131530	+	0
chr2R	10140993	10141003	-	0.012937595129376
chr2R	10141220	10141253	-	0.0149381135296628
chr2R	10142105	10142107	-	0
chr2R	10142436	10142438	-	0
chr2R	10142577	10142579	-	0
chr2R	10142729	10142734	-	0
chr2R	10143541	10143543	-	0
chr2R	10150834	10150835	-	0
chr2R	10156966	10156967	-	0
chr2R	10157276	10157280	-	0
chr2R	10157505	10157509	-	0
chr2R	10158169	10158174	-	0
chr2R	10244783	10244788	-	0
chr2R	10245985	10245996	-	0
chr2R	10250548	10250549	+	0
chr2R	10297822	10297825	-	0
chr2R	10402641	10402659	-	0.0015220700152207
chr2R	10402709	10402718	-	0
chr2R	10459546	10459579	-	0.0084405700844057
chr2R	10462980	10462982	-	0
chr2R	10475328	10475329	+	0
chr2R	10485817	10485818	-	0
chr2R	10496453	10496473	-	0
chr2R	10500000	10500019	-	0.00689811382917388
chr2R	10506254	10506270	+	0
chr2R	10506314	10506320	+	0
chr2R	10507052	10507053	+	0
chr2R	10507095	10507114	+	0
chr2R	10511418	10511419	+	0
chr2R	10559574	10559576	-	0
chr2R	10559596	10559598	-	0
chr2R	10637981	10637985	-	0
chr2R	10639724	10639725	-	0
chr2R	10639774	10639779	-	0
chr2R	10644046	10644047	+	0
chr2R	10648925	10648926	-	0
chr2R	10659988	10659989	+	0
chr2R	10681011	10681013	-	0
chr2R	10733047	10733049	-	0
chr2R	10742555	10742556	-	0
chr2R	10742951	10742955	+	0
chr2R	10750775	10750783	-	0
chr2R	10750962	10750964	-	0
chr2R	10759230	10759234	+	0
chr2R	10836207	10836220	-	0
chr2R	10836358	10836360	-	0
chr2R	10864765	10864772	+	0
chr2R	10868878	10868890	+	0
chr2R	10899054	10899056	-	0
chr2R	10928842	10928855	+	0.0370771638377272
chr2R	10929507	10929511	+	0.166666666666667
chr2R	11089012	11089013	+	0
chr2R	11145916	11145917	+	0.32112676056338
chr2R	11202803	11202820	+	0
chr2R	11203244	11203245	+	0
chr2R	11203462	11203479	+	0.0240034981128602
chr2R	11203963	11203977	+	0
chr2R	11207973	11207974	-	0
chr2R	11210006	11210007	+	0
chr2R	11210297	11210301	+	0
chr2R	11212128	11212132	+	0
chr2R	11212192	11212193	+	0
chr2R	11215773	11215774	-	0
chr2R	11253731	11253732	+	0
chr2R	11264269	11264270	-	0
chr2R	11264323	11264324	-	0
chr2R	11273490	11273491	+	0
chr2R	11273741	11273742	+	0
chr2R	11400028	11400029	+	0
chr2R	11409382	11409403	-	0
chr2R	11425704	11425705	+	0
chr2R	11428839	11428847	-	0.00694164989939636
chr2R	11442315	11442322	+	0
chr2R	11453289	11453301	-	0.0023148148148148
chr2R	11545278	11545296	-	0.0158283031522468
chr2R	11549145	11549147	-	0
chr2R	11549561	11549563	-	0
chr2R	11567553	11567573	-	0
chr2R	11574798	11574819	+	0.0239771270827171
chr2R	11650177	11650182	-	0
chr2R	11690907	11690908	-	0
chr2R	11752711	11752730	-	0.0228317272053373
chr2R	11752910	11752914	-	0
chr2R	11822362	11822379	+	0.00163398692810456
chr2R	11834534	11834535	-	0
chr2R	11834555	11834557	-	0
chr2R	11862471	11862472	-	0
chr2R	11864954	11864960	-	0.00938578329882678
chr2R	11865406	11865408	-	0
chr2R	11879863	11879889	-	0.0206720815416468
chr2R	11879868	11879869	+	0
chr2R	11880104	11880105	+	0
chr2R	11884584	11884586	-	0
chr2R	11891765	11891779	+	0.00201207243460765
chr2R	11899187	11899188	+	0
chr2R	11971310	11971313	-	0
chr2R	11971732	11971738	-	0
chr2R	11972157	11972159	-	0
chr2R	11972181	11972182	-	0
chr2R	11972204	11972206	-	0
chr2R	11972282	11972285	-	0
chr2R	11972496	11972502	-	0
chr2R	11972540	11972541	-	0
chr2R	11990227	11990232	+	0
chr2R	11993215	11993216	+	0
chr2R	11993379	11993401	+	0
chr2R	11993783	11993789	+	0
chr2R	11994187	11994188	+	0
chr2R	11994645	11994646	+	0
chr2R	12026183	12026184	+	0
chr2R	12033289	12033290	+	0
chr2R	12036241	12036243	-	0
chr2R	12048459	12048460	+	0
chr2R	12055260	12055261	+	0
chr2R	12071194	12071195	+	0
chr2R	12077560	12077561	+	0
chr2R	12078514	12078515	+	0
chr2R	12079026	12079039	+	0
chr2R	12083886	12083887	+	0
chr2R	12084541	12084542	+	0
chr2R	12085164	12085168	+	0
chr2R	12085318	12085319	+	0
chr2R	12085393	12085409	+	0.0017361111111111
chr2R	12085479	12085480	+	0
chr2R	12086639	12086656	+	0.00163398692810456
chr2R	12086800	12086801	+	0
chr2R	12178612	12178613	+	0
chr2R	12179020	12179021	+	0
chr2R	12181634	12181635	-	0
chr2R	12181919	12181920	+	0
chr2R	12203926	12203927	+	0
chr2R	12209663	12209684	+	0.0026444380569129
chr2R	12209716	12209717	+	0
chr2R	12213486	12213489	-	0
chr2R	12220577	12220579	-	0
chr2R	12224134	12224149	-	0
chr2R	12224235	12224248	+	0
chr2R	12224287	12224288	+	0
chr2R	12230712	12230720	-	0
chr2R	12231035	12231039	-	0
chr2R	12231993	12232011	+	0.023654325307724
chr2R	12387676	12387692	+	0
chr2R	12404750	12404767	+	0
chr2R	12417784	12417793	+	0
chr2R	12420724	12420725	+	0
chr2R	12457765	12457772	-	0
chr2R	12457821	12457823	-	0
chr2R	12458494	12458513	-	0.00150375939849623
chr2R	12469594	12469595	+	0
chr2R	12470418	12470435	+	0
chr2R	12474187	12474188	+	0
chr2R	12481787	12481789	-	0
chr2R	12482824	12482838	-	0
chr2R	12509773	12509783	+	0
chr2R	12511741	12511748	+	0
chr2R	12566255	12566267	-	0.0208333333333333
chr2R	12568686	12568688	-	0.0138888888888888
chr2R	12579199	12579200	+	0
chr2R	12579965	12579966	+	0
chr2R	12580310	12580326	+	0
chr2R	12580561	12580565	+	0
chr2R	12580784	12580788	+	0
chr2R	12581091	12581092	+	0
chr2R	12582853	12582857	-	0
chr2R	12639054	12639055	-	0
chr2R	12661409	12661411	-	0
chr2R	12679908	12679909	+	0
chr2R	12680728	12680744	-	0
chr2R	12683935	12683936	-	0
chr2R	12719143	12719144	+	0
chr2R	12719183	12719184	+	0
chr2R	12747589	12747593	+	0
chr2R	12752108	12752124	-	0
chr2R	12755769	12755770	+	0
chr2R	12755840	12755853	+	0
chr2R	12756004	12756005	+	0
chr2R	12756263	12756267	+	0
chr2R	12756512	12756528	+	0
chr2R	12756571	12756586	+	0
chr2R	12756903	12756904	+	0
chr2R	12820256	12820257	-	0
chr2R	12844961	12844981	+	0
chr2R	12897627	12897636	-	0
chr2R	12899906	12899909	-	0
chr2R	12905611	12905629	-	0
chr2R	12905714	12905715	-	0
chr2R	12979399	12979401	-	0
chr2R	12979449	12979451	-	0
chr2R	13026218	13026229	+	0
chr2R	13042583	13042584	+	0
chr2R	13045886	13045887	-	0
chr2R	13046538	13046542	-	0
chr2R	13047631	13047635	-	0
chr2R	13053334	13053338	-	0
chr2R	13053584	13053607	-	0
chr2R	13053724	13053739	-	0
chr2R	13054009	13054014	-	0.00555555555555552
chr2R	13162972	13162973	+	0
chr2R	13294660	13294662	-	0
chr2R	13294935	13294936	-	0
chr2R	13295815	13295816	-	0
chr2R	13296088	13296089	-	0
chr2R	13296144	13296146	-	0
chr2R	13297711	13297712	-	0
chr2R	13301169	13301173	+	0
chr2R	13301206	13301213	+	0
chr2R	13314974	13314989	-	0
chr2R	13315476	13315477	+	0
chr2R	13315513	13315527	+	0
chr2R	13316699	13316700	+	0
chr2R	13316745	13316746	+	0
chr2R	13318411	13318412	-	0.0277777777777776
chr2R	13318452	13318457	-	0
chr2R	13360701	13360719	+	0
chr2R	13390194	13390207	+	0.00210748155953636
chr2R	13390353	13390354	+	0
chr2R	13393989	13393990	+	0
chr2R	13394997	13394998	+	0
chr2R	13424710	13424711	+	0
chr2R	13424970	13424974	+	0
chr2R	13425439	13425443	+	0
chr2R	13425588	13425589	+	0
chr2R	13425931	13425935	+	0
chr2R	13426393	13426394	+	0
chr2R	13426418	13426422	+	0
chr2R	13433979	13433982	-	0
chr2R	13434316	13434318	-	0
chr2R	13434399	13434403	-	0
chr2R	13434967	13434969	-	0.0136986301369863
chr2R	13452336	13452356	+	0.00138888888888888
chr2R	13452389	13452409	+	0.0157153729071537
chr2R	13453267	13453280	+	0
chr2R	13459897	13459918	-	0
chr2R	13473635	13473636	-	0
chr2R	13489400	13489418	+	0
chr2R	13489595	13489614	+	0.00144196106705119
chr2R	13489640	13489641	+	0
chr2R	13490927	13490928	+	0
chr2R	13554845	13554849	+	0
chr2R	13555253	13555271	+	0
chr2R	13558566	13558570	+	0
chr2R	13560119	13560131	-	0
chr2R	13563098	13563102	-	0.0726126126126126
chr2R	13565881	13565885	-	0
chr2R	13565914	13565918	-	0
chr2R	13566861	13566864	-	0
chr2R	13583531	13583552	-	0
chr2R	13610819	13610823	+	0
chr2R	13614422	13614423	+	0
chr2R	13628021	13628025	+	0
chr2R	13638494	13638501	+	0
chr2R	13652964	13652971	-	0.0660072988840112
chr2R	13653570	13653573	-	0
chr2R	13653659	13653663	-	0
chr2R	13654496	13654500	-	0
chr2R	13677175	13677185	+	0
chr2R	13708910	13708911	+	0
chr2R	13727234	13727248	+	0.0321931589537223
chr2R	13728246	13728247	+	0
chr2R	13729927	13729945	+	0.0348001033566331
chr2R	13749170	13749171	-	0
chr2R	13753868	13753870	-	0
chr2R	13759530	13759534	-	0
chr2R	13985779	13985780	+	0
chr2R	13986064	13986065	+	0
chr2R	13992406	13992417	-	0.0433509474605365
chr2R	14005703	14005704	-	0
chr2R	14007314	14007318	-	0
chr2R	14007362	14007363	-	0
chr2R	14019163	14019166	-	0
chr2R	14019523	14019526	-	0.03547209181012
chr2R	14022156	14022158	-	0
chr2R	14028309	14028310	+	0
chr2R	14028330	14028331	+	0
chr2R	14029038	14029050	+	0
chr2R	14030911	14030934	+	0
chr2R	14030985	14030986	+	0
chr2R	14031050	14031057	+	0
chr2R	14031092	14031117	+	0
chr2R	14031215	14031223	+	0.0352112676056338
chr2R	14031255	14031297	+	0
chr2R	14031368	14031414	+	0.0147905499305142
chr2R	14031546	14031547	+	0
chr2R	14031806	14031814	+	0
chr2R	14031873	14031910	+	0.000761324704986677
chr2R	14031972	14031976	+	0
chr2R	14032032	14032060	+	0.00297249334516415
chr2R	14032081	14032082	+	0
chr2R	14032105	14032106	+	0
chr2R	14032161	14032165	+	0.0153769841269841
chr2R	14032299	14032303	+	0
chr2R	14032512	14032540	+	0.0176940639269406
chr2R	14032595	14032596	+	0
chr2R	14032905	14032906	+	0
chr2R	14033233	14033249	+	0
chr2R	14033304	14033305	+	0
chr2R	14033539	14033559	+	0
chr2R	14033591	14033592	+	0
chr2R	14033644	14033656	+	0
chr2R	14034055	14034056	+	0
chr2R	14034105	14034109	+	0.0133333333333333
chr2R	14035471	14035474	-	0
chr2R	14042474	14042493	-	0.0274789714011055
chr2R	14045315	14045320	-	0
chr2R	14045482	14045502	-	0
chr2R	14052061	14052065	+	0
chr2R	14067134	14067135	-	0
chr2R	14122412	14122413	+	0
chr2R	14164657	14164670	-	0
chr2R	14179956	14179957	-	0
chr2R	14216016	14216017	-	0
chr2R	14270307	14270308	-	0
chr2R	14295094	14295098	+	0
chr2R	14304394	14304404	+	0
chr2R	14305111	14305112	+	0
chr2R	14305195	14305213	+	0
chr2R	14305473	14305477	+	0.00684931506849317
chr2R	14305789	14305802	+	0
chr2R	14305917	14305925	+	0
chr2R	14306027	14306028	+	0
chr2R	14306439	14306440	+	0
chr2R	14306549	14306550	+	0
chr2R	14306602	14306603	+	0.0526126126126125
chr2R	14306650	14306670	+	0.00263063063063063
chr2R	14306840	14306844	+	0
chr2R	14307013	14307029	+	0.0105921052631579
chr2R	14307532	14307533	+	0
chr2R	14308036	14308037	+	0
chr2R	14318025	14318043	-	0.00150150150150149
chr2R	14332361	14332365	+	0
chr2R	14334053	14334078	+	0.00677894736842105
chr2R	14334981	14335013	-	0.0101351351351351
chr2R	14425140	14425195	+	0.0070047846889952
chr2R	14425393	14425394	+	0
chr2R	14425501	14425511	+	0
chr2R	14425552	14425591	+	0.0132318125275872
chr2R	14426598	14426612	+	0.0370683465420307
chr2R	14426678	14426679	+	0.501052631578947
chr2R	14426841	14426845	+	0
chr2R	14441662	14441664	-	0
chr2R	14511907	14511914	-	0.168569357649041
chr2R	14515422	14515426	+	0.00675675675675672
chr2R	14516713	14516717	+	0
chr2R	14545990	14545994	-	0
chr2R	14546018	14546022	-	0
chr2R	14548093	14548129	-	0.000740740740740736
chr2R	14648557	14648581	-	0
chr2R	14663363	14663366	-	0
chr2R	14664480	14664489	-	0.00304414003044141
chr2R	14680517	14680518	+	0
chr2R	14684147	14684150	-	0
chr2R	14702521	14702524	-	0
chr2R	14726903	14726905	-	0
chr2R	14749579	14749585	-	0
chr2R	14843568	14843575	+	0
chr2R	14857997	14857999	-	0
chr2R	14860428	14860432	+	0
chr2R	14910221	14910223	-	0
chr2R	15020482	15020486	+	0
chr2R	15022972	15022974	-	0
chr2R	15024677	15024678	-	0
chr2R	15024924	15024925	+	0
chr2R	15048035	15048045	+	0.00289855072463768
chr2R	15048708	15048712	+	0
chr2R	15049225	15049226	+	0
chr2R	15049795	15049796	+	0
chr2R	15050152	15050160	+	0
chr2R	15050213	15050214	+	0
chr2R	15064813	15064814	+	0
chr2R	15111593	15111606	+	0
chr2R	15111688	15111689	+	0
chr2R	15130985	15130986	+	0
chr2R	15166712	15166720	+	0
chr2R	15168166	15168180	+	0.00195694716242662
chr2R	15168817	15168818	+	0
chr2R	15178347	15178348	+	0
chr2R	15192935	15192939	+	0
chr2R	15198154	15198155	-	0
chr2R	15248289	15248290	+	0
chr2R	15260732	15260735	-	0
chr2R	15279528	15279531	-	0
chr2R	15279660	15279666	+	0
chr2R	15281249	15281251	-	0
chr2R	15281523	15281525	-	0
chr2R	15284284	15284286	-	0
chr2R	15288171	15288179	-	0
chr2R	15295413	15295415	-	0
chr2R	15296062	15296065	-	0
chr2R	15297601	15297614	-	0
chr2R	15297715	15297716	-	0
chr2R	15297753	15297765	-	0.00238095238095237
chr2R	15297819	15297822	-	0
chr2R	15300624	15300625	-	0
chr2R	15315577	15315591	+	0
chr2R	15315621	15315625	+	0
chr2R	15324760	15324761	-	0
chr2R	15330932	15330945	+	0
chr2R	15332637	15332638	-	0
chr2R	15334989	15335000	-	0
chr2R	15335032	15335034	-	0
chr2R	15335739	15335741	-	0
chr2R	15335842	15335861	-	0
chr2R	15335920	15335922	-	0
chr2R	15335944	15335949	-	0
chr2R	15335977	15335990	-	0
chr2R	15336011	15336029	-	0
chr2R	15336170	15336184	-	0
chr2R	15336256	15336257	-	0
chr2R	15344008	15344012	+	0
chr2R	15369761	15369774	+	0
chr2R	15369946	15369959	+	0
chr2R	15383816	15383818	-	0
chr2R	15384162	15384163	-	0
chr2R	15390578	15390582	+	0
chr2R	15390665	15390666	+	0
chr2R	15415371	15415372	-	0
chr2R	15416994	15416996	-	0
chr2R	15417035	15417039	-	0.0462489343563512
chr2R	15453509	15453511	-	0
chr2R	15551688	15551691	-	0
chr2R	15554306	15554308	-	0
chr2R	15555971	15555988	-	0
chr2R	15628372	15628374	-	0
chr2R	15717523	15717527	+	0
chr2R	16004235	16004236	+	0
chr2R	16119488	16119489	+	0
chr2R	16150329	16150333	-	0
chr2R	16151471	16151472	+	0
chr2R	16151764	16151776	+	0
chr2R	16151870	16151884	+	0
chr2R	16152221	16152222	+	0
chr2R	16152255	16152283	+	0.0010204081632653
chr2R	16160867	16160878	-	0
chr2R	16165540	16165541	-	0
chr2R	16170118	16170122	-	0
chr2R	16176264	16176276	-	0
chr2R	16236332	16236333	+	0
chr2R	16426822	16426823	-	0
chr2R	16492440	16492441	+	0
chr2R	16492489	16492493	+	0
chr2R	16492614	16492615	+	0
chr2R	16492895	16492905	+	0
chr2R	16493076	16493091	+	0
chr2R	16494298	16494299	+	0
chr2R	16494320	16494321	+	0
chr2R	16494633	16494634	-	0
chr2R	16509728	16509729	-	0
chr2R	16509910	16509915	-	0.00571428571428569
chr2R	16528480	16528484	+	0
chr2R	16552563	16552579	-	0
chr2R	16553098	16553100	-	0
chr2R	16558708	16558727	+	0.0230140568813338
chr2R	16710926	16710927	-	0
chr2R	16711332	16711333	-	0
chr2R	16831551	16831562	+	0
chr2R	16832342	16832353	+	0
chr2R	16832409	16832432	+	0
chr2R	16832520	16832584	+	0.00044642857142857
chr2R	16833367	16833386	+	0
chr2R	16833437	16833473	+	0.00310559006211179
chr2R	16833540	16833553	+	0
chr2R	16883395	16883399	+	0
chr2R	16894849	16894850	+	0
chr2R	16899431	16899434	-	0
chr2R	16912615	16912616	+	0
chr2R	16939395	16939397	-	0
chr2R	16939752	16939754	-	0
chr2R	16945291	16945292	+	0
chr2R	16948007	16948014	-	0.00408163265306121
chr2R	16957919	16957920	-	0
chr2R	16984207	16984209	-	0
chr2R	17006442	17006443	+	0
chr2R	17016051	17016052	+	0
chr2R	17031094	17031095	+	0
chr2R	17031117	17031121	+	0
chr2R	17031222	17031241	+	0.0029863390871545
chr2R	17031346	17031347	+	0
chr2R	17031922	17031940	+	0.00163398692810456
chr2R	17032197	17032217	+	0
chr2R	17036099	17036100	-	0
chr2R	17036575	17036577	-	0
chr2R	17049427	17049429	-	0
chr2R	17078153	17078157	+	0
chr2R	17087981	17087988	+	0
chr2R	17096139	17096165	+	0
chr2R	17100044	17100048	+	0.0195918367346939
chr2R	17107660	17107663	-	0
chr2R	17169813	17169814	+	0
chr2R	17170544	17170545	+	0
chr2R	17172226	17172227	+	0
chr2R	17179844	17179846	-	0
chr2R	17181759	17181760	+	0
chr2R	17181831	17181832	+	0
chr2R	17181873	17181874	+	0
chr2R	17205240	17205241	+	0
chr2R	17218723	17218724	+	0
chr2R	17221186	17221190	+	0
chr2R	17222091	17222092	+	0
chr2R	17222161	17222196	+	0
chr2R	17222275	17222292	+	0
chr2R	17222535	17222571	+	0.0126984126984127
chr2R	17223493	17223512	+	0.0249318949547783
chr2R	17229206	17229210	+	0
chr2R	17271893	17271899	-	0
chr2R	17281471	17281473	-	0
chr2R	17281869	17281873	-	0
chr2R	17282435	17282442	-	0
chr2R	17282538	17282547	-	0
chr2R	17285838	17285849	-	0.00259740259740259
chr2R	17285930	17285952	-	0.0169527442254715
chr2R	17371648	17371652	+	0
chr2R	17375243	17375245	-	0
chr2R	17384715	17384718	-	0
chr2R	17389656	17389660	+	0
chr2R	17389912	17389913	+	0
chr2R	17398414	17398418	+	0
chr2R	17400022	17400026	+	0
chr2R	17435003	17435004	+	0
chr2R	17493383	17493385	-	0
chr2R	17494457	17494465	-	0
chr2R	17502358	17502359	-	0
chr2R	17544873	17544874	+	0.0277777777777776
chr2R	17545403	17545404	+	0
chr2R	17555075	17555079	-	0
chr2R	17555152	17555154	-	0
chr2R	17557394	17557408	-	0
chr2R	17557664	17557665	+	0
chr2R	17572793	17572799	+	0.00469483568075117
chr2R	17585587	17585602	-	0
chr2R	17585631	17585656	-	0.00333243907891794
chr2R	17590261	17590262	-	0
chr2R	17590343	17590352	-	0
chr2R	17592088	17592090	-	0
chr2R	17603336	17603341	+	0
chr2R	17603772	17603773	+	0
chr2R	17604127	17604151	+	0.0142339544513458
chr2R	17607421	17607425	-	0
chr2R	17607463	17607465	-	0
chr2R	17609636	17609674	+	0
chr2R	17609752	17609768	+	0
chr2R	17609813	17609830	+	0.0232402003821722
chr2R	17610001	17610018	+	0.00163398692810456
chr2R	17610061	17610062	+	0
chr2R	17610214	17610223	+	0
chr2R	17610406	17610416	+	0
chr2R	17610493	17610509	+	0.00178571428571428
chr2R	17610578	17610583	+	0
chr2R	17709547	17709551	-	0
chr2R	17809090	17809091	+	0
chr2R	17833157	17833158	+	0
chr2R	17960845	17960849	-	0
chr2R	17964288	17964295	+	0
chr2R	17965438	17965442	+	0
chr2R	17965558	17965568	+	0
chr2R	18073473	18073474	+	0
chr2R	18102674	18102678	+	0
chr2R	18102784	18102805	+	0
chr2R	18102979	18102980	+	0
chr2R	18104590	18104591	+	0
chr2R	18180935	18180936	+	0
chr2R	18205168	18205187	+	0
chr2R	18215399	18215415	+	0
chr2R	18216765	18216766	+	0
chr2R	18221090	18221091	-	0
chr2R	18265934	18265947	+	0
chr2R	18296912	18296913	-	0
chr2R	18302951	18302952	-	0
chr2R	18302977	18302981	-	0.0696347031963471
chr2R	18381963	18381965	-	0
chr2R	18450752	18450755	-	0
chr2R	18493665	18493669	+	0
chr2R	18494023	18494059	+	0
chr2R	18494473	18494474	+	0
chr2R	18495384	18495388	+	0
chr2R	18496031	18496032	+	0
chr2R	18507669	18507673	+	0
chr2R	18525264	18525265	+	0
chr2R	18528077	18528078	-	0
chr2R	18528153	18528154	-	0
chr2R	18528254	18528262	-	0
chr2R	18528508	18528510	-	0
chr2R	18528536	18528542	-	0
chr2R	18532482	18532486	-	0
chr2R	18532508	18532509	-	0
chr2R	18535062	18535072	-	0.0367579908675799
chr2R	18572825	18572829	-	0
chr2R	18574267	18574270	-	0
chr2R	18686585	18686586	+	0
chr2R	18686611	18686612	+	0
chr2R	18686679	18686688	+	0
chr2R	18687410	18687442	+	0
chr2R	18687543	18687559	+	0
chr2R	18687697	18687707	+	0
chr2R	18687766	18687767	+	0
chr2R	18687807	18687826	+	0
chr2R	18687933	18687947	+	0
chr2R	18688173	18688177	+	0
chr2R	18688275	18688279	+	0
chr2R	18688368	18688415	+	0.00606190333490303
